departamento,municipio,fecha_hecho,anio,mes,dia,trimestre,anio_mes,dia_semana,es_fin_de_semana,genero,es_mujer,grupo_etario,grupo_edad_simple,armas_medios,arma_categoria,categoria,subtipo_delito,cantidad,es_zona_metro
SANTANDER,GIRÓN,2014-07-03,2014,7,3,3,2014-07,3,0,MASCULINO,0,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,VÉLEZ,2014-05-22,2014,5,22,2,2014-05,3,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,0
SANTANDER,CIMITARRA,2014-06-18,2014,6,18,2,2014-06,2,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,0
SANTANDER,GIRÓN,2014-07-15,2014,7,15,3,2014-07,1,0,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,1,1
SANTANDER,GIRÓN,2014-07-15,2014,7,15,3,2014-07,1,0,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,1,1
SANTANDER,BUCARAMANGA (CT),2011-05-21,2011,5,21,2,2011-05,5,1,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,CIMITARRA,2014-06-26,2014,6,26,2,2014-06,3,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,0
SANTANDER,CIMITARRA,2014-06-26,2014,6,26,2,2014-06,3,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,0
SANTANDER,BUCARAMANGA (CT),2011-03-21,2011,3,21,1,2011-03,0,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-07-23,2014,7,23,3,2014-07,2,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-07-05,2014,7,5,3,2014-07,5,1,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-07-18,2014,7,18,3,2014-07,4,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-07-20,2014,7,20,3,2014-07,6,1,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-07-14,2014,7,14,3,2014-07,0,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BARRANCABERMEJA,2014-08-03,2014,8,3,3,2014-08,6,1,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,0
SANTANDER,FLORIDABLANCA,2014-08-01,2014,8,1,3,2014-08,4,0,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BARRANCABERMEJA,2014-06-02,2014,6,2,2,2014-06,0,0,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,1,0
SANTANDER,BARRANCABERMEJA,2014-06-26,2014,6,26,2,2014-06,3,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,0
SANTANDER,FLORIDABLANCA,2014-08-05,2014,8,5,3,2014-08,1,0,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,PIEDECUESTA,2014-06-04,2014,6,4,2,2014-06,2,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,FLORIDABLANCA,2014-08-08,2014,8,8,3,2014-08,4,0,MASCULINO,0,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-08,2014,8,8,3,2014-08,4,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,EL GUACAMAYO,2014-06-16,2014,6,16,2,2014-06,0,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,0
SANTANDER,BARRANCABERMEJA,2014-06-18,2014,6,18,2,2014-06,2,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,0
SANTANDER,BUCARAMANGA (CT),2014-08-16,2014,8,16,3,2014-08,5,1,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,LEBRIJA,2014-06-06,2014,6,6,2,2014-06,4,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-09,2014,8,9,3,2014-08,5,1,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-16,2014,8,16,3,2014-08,5,1,MASCULINO,0,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,GIRÓN,2014-08-01,2014,8,1,3,2014-08,4,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-09,2014,8,9,3,2014-08,5,1,FEMENINO,1,MENORES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-06,2014,8,6,3,2014-08,2,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-20,2014,8,20,3,2014-08,2,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,1,1
SANTANDER,GIRÓN,2014-08-15,2014,8,15,3,2014-08,4,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-06-20,2014,6,20,2,2014-06,4,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-06-23,2014,6,23,2,2014-06,0,0,FEMENINO,1,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-21,2014,8,21,3,2014-08,3,0,MASCULINO,0,ADULTOS,ADULTO,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,1,1
SANTANDER,BUCARAMANGA (CT),2014-07-25,2014,7,25,3,2014-07,4,0,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,1,1
SANTANDER,BUCARAMANGA (CT),2014-08-23,2014,8,23,3,2014-08,5,1,FEMENINO,1,ADOLESCENTES,MENOR_EDAD,CONTUNDENTES,ARMA_CONTUNDENTE,DELITOS_SEXUALES,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,1,1
